



;;пораненим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;пораненої;;UKPartAdjSubst;UKAdjGenF;
;;пораненій;;UKPartAdjSubst;
;;полоненими;;UKPartAdjSubst;UKAdjInstrPl;
;;полоненою;;UKPartAdjSubst;UKAdjInstrF;
;;полонених;;UKPartAdjSubst;UKAdjGenPl;
;;полонену;;UKPartAdjSubst;UKAdjAccF;
;;полоненому;;UKPartAdjSubst;UKAdjDatLocMN;
;;полоненого;;UKPartAdjSubst;UKAdjGenMN;
;;полоненим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;полоненої;;UKPartAdjSubst;UKAdjGenF;
;;полоненій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;відпочиваючих;;UKPartAdjSubst;UKAdjGenPl;
;;знайома;;UKPartAdjSubst;UKAdjNomF;
;;підозрювана;;UKPartAdjSubst;UKAdjNomF;
;;піддана;;UKPartAdjSubst;UKAdjNomF;
;;засуджена;;UKPartAdjSubst;UKAdjNomF;
;;ув'язнена;;UKPartAdjSubst;UKAdjNomF;
;;віруюча;;UKPartAdjSubst;UKAdjNomF;
;;постраждалими;;UKPartAdjSubst;UKAdjInstrPl;
;;потерпілими;;UKPartAdjSubst;UKAdjInstrPl;
;;померлими;;UKPartAdjSubst;UKAdjInstrPl;
;;знайомими;;UKPartAdjSubst;UKAdjInstrPl;
;;підозрюваними;;UKPartAdjSubst;UKAdjInstrPl;
;;підданими;;UKPartAdjSubst;UKAdjInstrPl;
;;засудженими;;UKPartAdjSubst;UKAdjInstrPl;
;;ув'язненими;;UKPartAdjSubst;UKAdjInstrPl;
;;вченими;;UKPartAdjSubst;UKAdjInstrPl;
;;охочими;;UKPartAdjSubst;UKAdjInstrPl;
;;віруючими;;UKPartAdjSubst;UKAdjInstrPl;
;;завідуючими;;UKPartAdjSubst;UKAdjInstrPl;
;;керуючими;;UKPartAdjSubst;UKAdjInstrPl;
;;постраждалий;;UKPartAdjSubst;UKAdjNomM;
;;потерпілий;;UKPartAdjSubst;UKAdjNomM;
;;померлий;;UKPartAdjSubst;UKAdjNomM;
;;підозрюваний;;UKPartAdjSubst;UKAdjNomM;
;;підданий;;UKPartAdjSubst;UKAdjNomM;
;;поранений;;UKPartAdjSubst;UKAdjNomM;
;;ув'язнений;;UKPartAdjSubst;UKAdjNomM;
;;обвинувачений;;UKPartAdjSubst;UKAdjNomM;
;;обвинувачених;;UKPartAdjSubst;UKAdjGenPl;
;;обвинуваченому;;UKPartAdjSubst;UKAdjDatLocMN;
;;обвинуваченого;;UKPartAdjSubst;UKAdjGenMN;
;;обвинуваченим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;обвинуваченими;;UKPartAdjSubst;UKAdjInstrPl;
;;закоханих;;UKPartAdjSubst;UKAdjGenPl;
;;завідуючий;;UKPartAdjSubst;UKAdjNomM;
;;керуючий;;UKPartAdjSubst;UKAdjNomM;
;;віруючий;;UKPartAdjSubst;UKAdjNomM;
;;постраждалій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;потерпілій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;померлій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;знайомій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;підозрюваній;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;підданій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;засудженій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;ув'язненій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;віруючій;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;постраждалі;;UKPartAdjSubst;UKAdjNomPl;
;;потерпілі;;UKPartAdjSubst;UKAdjNomPl;
;;померлі;;UKPartAdjSubst;UKAdjNomPl;
;;знайомі;;UKPartAdjSubst;UKAdjNomPl;
;;підозрювані;;UKPartAdjSubst;UKAdjNomPl;
;;піддані;;UKPartAdjSubst;UKAdjNomPl;
;;затримані;;UKPartAdjSubst;UKAdjNomPl;
;;засуджені;;UKPartAdjSubst;UKAdjNomPl;
;;ув'язнені;;UKPartAdjSubst;UKAdjNomPl;
;;охочі;;UKPartAdjSubst;UKAdjNomPl;
;;завідуючі;;UKPartAdjSubst;UKAdjNomPl;
;;керуючі;;UKPartAdjSubst;UKAdjNomPl;
;;віруючі;;UKPartAdjSubst;UKAdjNomPl;
;;убиті;;UKPartAdjSubst;UKAdjNomPl;
;;убитий;;UKPartAdjSubst;UKAdjNomM;
;;убитими;;UKPartAdjSubst;UKAdjInstrPl;
;;постраждалої;;UKPartAdjSubst;UKAdjGenF;
;;потерпілої;;UKPartAdjSubst;UKAdjGenF;
;;померлої;;UKPartAdjSubst;UKAdjGenF;
;;знайомої;;UKPartAdjSubst;UKAdjGenF;
;;підозрюваної;;UKPartAdjSubst;UKAdjGenF;
;;підданої;;UKPartAdjSubst;UKAdjGenF;
;;засудженої;;UKPartAdjSubst;UKAdjGenF;
;;ув'язненої;;UKPartAdjSubst;UKAdjGenF;
;;віруючої;;UKPartAdjSubst;UKAdjGenF;
;;постраждалим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;потерпілим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;померлим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;знайомим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;підозрюваним;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;підданим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;засудженим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;ув'язненим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;вченим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;охочим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;завідуючим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;віруючим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;керуючим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;трудящим;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;постраждалім;;UKPartAdjSubst;UKAdjDatLocMN;
;;потерпілім;;UKPartAdjSubst;UKAdjDatLocMN;
;;померлім;;UKPartAdjSubst;UKAdjDatLocMN;
;;знайомім;;UKPartAdjSubst;UKAdjDatLocMN;
;;підданім;;UKPartAdjSubst;UKAdjDatLocMN;
;;засудженім;;UKPartAdjSubst;UKAdjDatLocMN;
;;завідуючім;;UKPartAdjSubst;UKAdjDatLocMN;
;;віруючім;;UKPartAdjSubst;UKAdjDatLocMN;
;;керуючім;;UKPartAdjSubst;UKAdjDatLocMN;
;;постраждалого;;UKPartAdjSubst;UKAdjGenMN;
;;потерпілого;;UKPartAdjSubst;UKAdjGenMN;
;;померлого;;UKPartAdjSubst;UKAdjGenMN;
;;знайомого;;UKPartAdjSubst;UKAdjGenMN;
;;підозрюваного;;UKPartAdjSubst;UKAdjGenMN;
;;підданого;;UKPartAdjSubst;UKAdjGenMN;
;;засудженого;;UKPartAdjSubst;UKAdjGenMN;
;;ув'язненого;;UKPartAdjSubst;UKAdjGenMN;
;;вченого;;UKPartAdjSubst;UKAdjGenMN;
;;віруючого;;UKPartAdjSubst;UKAdjGenMN;
;;завідуючого;;UKPartAdjSubst;UKAdjGenMN;
;;керуючого;;UKPartAdjSubst;UKAdjGenMN;
;;постраждалу;;UKPartAdjSubst;UKAdjAccF;
;;потерпілу;;UKPartAdjSubst;UKAdjAccF;
;;померлу;;UKPartAdjSubst;UKAdjAccF;
;;знайому;;UKPartAdjSubst;UKAdjDatLocMN;
;;постраждалому;;UKPartAdjSubst;UKAdjDatLocMN;
;;потерпілому;;UKPartAdjSubst;UKAdjDatLocMN;
;;померлому;;UKPartAdjSubst;UKAdjDatLocMN;
;;знайомому;;UKPartAdjSubst;UKAdjDatLocMN;
;;підозрюваному;;UKPartAdjSubst;UKAdjDatLocMN;
;;підданому;;UKPartAdjSubst;UKAdjDatLocMN;
;;засудженому;;UKPartAdjSubst;UKAdjDatLocMN;
;;ув'язненому;;UKPartAdjSubst;UKAdjDatLocMN;
;;віруючому;;UKPartAdjSubst;UKAdjDatLocMN;
;;завідуючому;;UKPartAdjSubst;UKAdjDatLocMN;
;;керуючому;;UKPartAdjSubst;UKAdjDatLocMN;
;;підозрювану;;UKPartAdjSubst;UKAdjAccF;
;;піддану;;UKPartAdjSubst;UKAdjAccF;
;;засуджену;;UKPartAdjSubst;UKAdjAccF;
;;ув'язнену;;UKPartAdjSubst;UKAdjAccF;
;;віруючу;;UKPartAdjSubst;UKAdjAccF;
;;постраждалих;;UKPartAdjSubst;UKAdjGenPl;
;;потерпілих;;UKPartAdjSubst;UKAdjGenPl;
;;померлих;;UKPartAdjSubst;UKAdjGenPl;
;;знайомих;;UKPartAdjSubst;UKAdjGenPl;
;;підозрюваних;;UKPartAdjSubst;UKAdjGenPl;
;;підданих;;UKPartAdjSubst;UKAdjGenPl;
;;засуджених;;UKPartAdjSubst;UKAdjGenPl;
;;ув'язнених;;UKPartAdjSubst;UKAdjGenPl;
;;вчених;;UKPartAdjSubst;UKAdjGenPl;
;;охочих;;UKPartAdjSubst;UKAdjGenPl;
;;завідуючих;;UKPartAdjSubst;UKAdjGenPl;
;;віруючих;;UKPartAdjSubst;UKAdjGenPl;
;;керуючих;;UKPartAdjSubst;UKAdjGenPl;
;;трудящих;;UKPartAdjSubst;UKAdjGenPl;
;;постраждалою;;UKPartAdjSubst;UKAdjInstrF;
;;потерпілою;;UKPartAdjSubst;UKAdjInstrF;
;;померлою;;UKPartAdjSubst;UKAdjInstrF;
;;знайомою;;UKPartAdjSubst;UKAdjInstrF;
;;підозрюваною;;UKPartAdjSubst;UKAdjInstrF;
;;підданою;;UKPartAdjSubst;UKAdjInstrF;
;;засудженою;;UKPartAdjSubst;UKAdjInstrF;
;;ув'язненою;;UKPartAdjSubst;UKAdjInstrF;
;;віруючою;;UKPartAdjSubst;UKAdjInstrF;
;;поранена;;UKPartAdjSubst;UKAdjNomF;
;;поранені;;UKPartAdjSubst;UKAdjNomPl;
;;печений;;UKPartAdjSubst;UKAdjNomM;
;;печена;;UKPartAdjSubst;UKAdjNomF;
;;печені;;UKPartAdjSubst;UKAdjNomPl;
;;хрещений;;UKPartAdjSubst;UKAdjNomM;
;;хрещена;;UKPartAdjSubst;UKAdjNomF;
;;хрещені;;UKPartAdjSubst;UKAdjNomPl;
;;хрещеній;;UKPartAdjSubst;UKAdjNomM;UKAdjDatLocF;
;;хрещеної;;UKPartAdjSubst;UKAdjGenF;
;;хрещеним;;UKPartAdjSubst;UKAdjDatPl;UKAdjInstrMN;
;;нападаючий;;UKPartAdjSubst;UKAdjNomM;
;;нападаюча;;UKPartAdjSubst;UKAdjNomF;
;;нападаючі;;UKPartAdjSubst;UKAdjNomPl;
;;непрацюючий;;UKPartAdjSubst;UKAdjNomM;
;;непрацююча;;UKPartAdjSubst;UKAdjNomF;
;;непрацюючі;;UKPartAdjSubst;UKAdjNomPl;
;;наречений;;UKPartAdjSubst;UKAdjNomM;
;;наречена;;UKPartAdjSubst;UKAdjNomF;
;;наречені;;UKPartAdjSubst;UKAdjNomPl;
;;командуючий;;UKPartAdjSubst;UKAdjNomM;
;;командуюча;;UKPartAdjSubst;UKAdjNomF;
;;командуючі;;UKPartAdjSubst;UKAdjNomPl;
;;миропомазаний;;UKPartAdjSubst;UKAdjNomM;
;;миропомазана;;UKPartAdjSubst;UKAdjNomF;
;;миропомазані;;UKPartAdjSubst;UKAdjNomPl;
;;вона;;UKPerspron;
;;тебе;;UKPerspron;
;;мене;;UKPerspron;
;;ви;;UKPerspron;
;;ми;;UKPerspron;
;;вони;;UKPerspron;
;;ти;;UKPerspron;
;;ній;;UKPerspron;
;;їй;;UKPerspron;
;;тобі;;UKPerspron;
;;мені;;UKPerspron;
;;неї;;UKPerspron;
;;вам;;UKPerspron;
;;нам;;UKPerspron;
;;нім;;UKPerspron;
;;їм;;UKActobj;UKPerspron;
;;він;;UKPerspron;
;;нього;;UKPerspron;
/**** Rewritten by DELVE, ;;один з вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один з вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;один із вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один із вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;один зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одного з вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного з вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одного із вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного із вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одного зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одному з вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному з вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одному із вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному із вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одному зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одним з вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним з вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одним із вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним із вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;одним зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;однім з вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім з вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;однім із вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім із вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
/**** Rewritten by DELVE, ;;однім зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім зі вас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_вас
;;вас;;UKPerspron;
/**** Rewritten by DELVE, ;;один з нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один з нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;один із нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один із нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;один зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одного з нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного з нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одного із нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного із нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одного зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одному з нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному з нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одному із нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному із нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одному зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одним з нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним з нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одним із нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним із нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;одним зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;однім з нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім з нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;однім із нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім із нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
/**** Rewritten by DELVE, ;;однім зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім зі нас;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_нас
;;нас;;UKPerspron;
;;йому;;UKActobj;UKPerspron;
;;ньому;;UKPerspron;
/**** Rewritten by DELVE, ;;один з них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один з них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;один із них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один із них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;один зі них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;один зі них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одного з них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного з них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одного із них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного із них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одного зі них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одного зі них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одному з них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному з них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одному із них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному із них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одному зі них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одному зі них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одним з них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним з них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одним із них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним із них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;одним зі них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;одним зі них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;однім з них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім з них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;однім із них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім із них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
/**** Rewritten by DELVE, ;;однім зі них;;UKPerspron;-;UKPrep;-;UKPerspron;
;;однім зі них;;UKPerspron;-;UKPrep;-;UKPerspron;Lit_них
;;них;;UKPerspron;
;;я;;UKPerspron;
;;по суті;;UKPo;-;UKSuti;
;;ваша;;UKPosspron;UKAdjNomF;
;;наша;;UKPosspron;UKAdjNomF;
;;ваше;;UKPosspron;UKAdjNomN;
;;наше;;UKPosspron;UKAdjNomN;
;;їхнє;;UKPosspron;UKAdjNomN;
;;своє;;UKPosspron;UKAdjNomN;
;;твоє;;UKPosspron;UKAdjNomN;
;;моє;;UKPosspron;UKAdjNomN;
;;вашими;;UKPosspron;
;;нашими;;UKPosspron;
;;їхніми;;UKPosspron;
;;своїми;;UKPosspron;
;;твоїми;;UKPosspron;
;;моїми;;UKPosspron;
;;наши;;UKPosspron;
;;свій;;UKPosspron;UKAdjNomM;
;;твій;;UKPosspron;UKAdjNomM;
;;мій;;UKPosspron;UKAdjNomM;
;;їхній;;UKPosspron;
;;вашій;;UKPosspron;
;;нашій;;UKPosspron;
;;своїй;;UKPosspron;
;;твоїй;;UKPosspron;
;;моїй;;UKPosspron;
;;їхні;;UKPosspron;UKAdjNomPl;
;;ваші;;UKPosspron;UKAdjNomPl;
;;наші;;UKPosspron;UKAdjNomPl;
;;своєї;;UKPosspron;UKAdjGenF;
;;твоєї;;UKPosspron;UKAdjGenF;
;;моєї;;UKPosspron;UKAdjGenF;
;;її;;UKPosspron;UKAdjGen;
;;свої;;UKPosspron;
;;твої;;UKPosspron;
;;мої;;UKPosspron;
;;вашої;;UKPosspron;UKAdjGenF;
;;нашої;;UKPosspron;UKAdjGenF;
;;їхньої;;UKPosspron;
;;вашим;;UKPosspron;
;;нашим;;UKPosspron;
;;їхнім;;UKPosspron;
;;вашім;;UKPosspron;
;;нашім;;UKPosspron;
;;своїм;;UKPosspron;
;;твоїм;;UKPosspron;
;;моїм;;UKPosspron;
;;свого;;UKPosspron;UKAdjGenMN;
;;твого;;UKPosspron;UKAdjGenMN;
;;його;;UKPosspron;UKAdjGenMN;
;;мого;;UKPosspron;UKAdjGenMN;
;;вашого;;UKPosspron;UKAdjGenMN;
;;нашого;;UKPosspron;UKAdjGenMN;
;;їхнього;;UKPosspron;UKAdjGenMN;
;;воно;;UKPerspron;
;;своєму;;UKPosspron;
;;твоєму;;UKPosspron;
;;моєму;;UKPosspron;
;;своїму;;UKPosspron;
;;вашому;;UKPosspron;
;;нашому;;UKPosspron;
;;їхньому;;UKPosspron;
;;вашу;;UKPosspron;
;;нашу;;UKPosspron;
;;ваших;;UKPosspron;UKAdjGenPl;
;;наших;;UKPosspron;UKAdjGenPl;
;;їхніх;;UKPosspron;UKAdjGenPl;
;;їх;;UKPosspron;UKAdjGenPl;
;;своїх;;UKPosspron;UKAdjGenPl;
;;твоїх;;UKPosspron;UKAdjGenPl;
;;моїх;;UKPosspron;UKAdjGenPl;
;;ваш;;UKPosspron;UKAdjNomM;
;;наш;;UKPosspron;UKAdjNomM;
;;своєю;;UKPosspron;
;;твоєю;;UKPosspron;
;;їхню;;UKPosspron;
;;свою;;UKPosspron;
;;твою;;UKPosspron;
;;мою;;UKPosspron;
;;вашою;;UKPosspron;
;;нашою;;UKPosspron;
;;їхньою;;UKPosspron;
;;їхня;;UKPosspron;UKAdjNomF;
;;своя;;UKPosspron;UKAdjNomF;
;;твоя;;UKPosspron;UKAdjNomF;
;;моя;;UKPosspron;UKAdjNomF;
;;правда;;UKPravda;
;;властива;;UKPred;
;;шкода;;UKShkoda;
;;подібна;;UKPred;
;;спроможна;;UKPred;
;;здатна;;UKPred;
;;пора;;UKPred;UKConIfCap;
;;властиве;;UKPred;
;;ніде;;UKNegation;UKNegPR;
;;певне;;UKPred;
;;жодне;;UKNegation;UKNiyaki;
;;здатне;;UKPred;
;;нижче;;UKPred;
;;ніколи;;UKNe;UKNegation;UKNegBegin;
;;властивий;;UKPred;
;;жодний;;UKNegation;UKNiyaki;
;;здатний;;UKPred;
;;схильний;;UKPred;
;;вправі;;UKPred;
;;властиві;;UKPred;
;;здатні;;UKPred;
;;схильні;;UKPred;
;;чреваті;;UKPred;
;;відома як;;UKPred;
;;відоме як;;UKPred;
;;відомий як;;UKPred;
;;відомі як;;UKPred;
;;жоднім;;UKNegation;UKNiyaki;
;;здатен;;UKPred;
;;бажано;;UKPred;
;;зумовлено;;UKPred;
;;обумовлено;;UKPred;
;;повинно;;UKPred;
;;характерно;;UKPred;
;;варто;;UKPred;
;;ніхто;;UKNegPR;UKNegation;
;;нікого;;UKNegPR;UKNegation;
;;нікому;;UKNegPR;UKNegation;
;;ніким;;UKNegPR;UKNegation;
;;ніщо;;UKNegPR;UKNegation;
;;нічому;;UKNegPR;UKNegation;
;;нічого;;UKNegPR;UKNegation;
;;нічим;;UKNe;UKNegation;UKNegBegin;
;;нічим іншим;;UKNegPR;UKNegation;
;;нікуди;;UKNegPR;UKNegation;



;;загальновідомому;;UKPred;
;;жодну;;UKNegation;UKNiyaki;
;;з-за;;UKPrep;
;;із-за;;UKPrep;
;;слідом за;;UKPrep;
;;за;;UKPrep;UKSup;
;;поза;;UKPrep;
;;довкола;;UKPrep;
;;незважаючи на;;UKPrep;
;;з огляду на;;UKPrep;
;;у відповідь на;;UKPrep;
;;на;;UKPrep;
;;з вечора;;UKPrep;-;UKECon;UKCon;
;;углиб;;UKPrep;
;;об;;UKPrep;
;;замість того щоб;;UKPrep;
;;в;;UKPrep;UKAdvtempPart1;
;;за умов;;UKPrep;
;;вiд;;UKPrep;
;;позад;;UKPrep;
;;налад;;UKPrep;
;;над;;UKPrep;
;;з-понад;;UKPrep;
;;понад;;UKPrep;
;;з-перед;;UKPrep;
;;поперед;;UKPrep;
;;перед;;UKPrep;
;;з-посеред;;UKPrep;
;;посеред;;UKPrep;
;;серед;;UKPrep;
;;в залежності від;;UKPrep;
;;у залежності від;;UKPrep;
;;незалежно від;;UKPrep;
;;залежно від;;UKPrep;
;;на відміну від;;UKPrep;
;;від;;UKPrep;
;;вслід;;UKPrep;
;;з-під;;UKPrep;
;;із-під;;UKPrep;
;;з-попід;;UKPrep;
;;попід;;UKPrep;
;;під;;UKPrep;
;;од;;UKPrep;
;;поряд;;UKPrep;
;;за те;;UKPrep;
;;вдовж;;UKPrep;
;;вздовж;;UKPrep;
;;повздовж;;UKPrep;
;;поздовж;;UKPrep;
;;уздовж;;UKPrep;
;;вподовж;;UKPrep;
;;уподовж;;UKPrep;
;;подовж;;UKPrep;
;;впродовж;;UKPrep;
;;упродовж;;UKPrep;
;;удовж;;UKPrep;
;;між;;UKPrep;
;;з-поміж;;UKPrep;
;;поміж;;UKPrep;
;;з-проміж;;UKPrep;
;;проміж;;UKPrep;
;;в поєднанні з;;UKPrep;
;;в порівнянні з;;UKPrep;
;;у відповідності з;;UKPrep;
;;разом з;;UKPrep;
;;згідно з;;UKPrep;
;;одночасно з;;UKPrep;
;;в зв'язку з;;UKPrep;
;;у зв'язку з;;UKPrep;
;;поруч з;;UKPrep;
;;повз;;UKPrep;
;;без;;UKPrep;UKNegPrep;UKNegation;
;;через;;UKPrep;
;;разом із;;UKPrep;
;;у зв'язку із;;UKPrep;
;;із;;UKPrep;UKIz;
;;по суті справи;;UKPrep;-;UKCon;-;UKCon;
;;за умови;;UKPrep;
;;заради;;UKPrep;
;;з нагоди;;UKPrep;
;;помежи;;UKPrep;
;;на віки;;UKPrep;-;UKECon;
;;завдяки;;UKPrep;
;;за словами;;UKPrep;
;;попри;;UKPrep;
